taxon_oid	Genome.Name	Status	Domain	Taxon.Object.ID	NCBI.Taxon.ID	Phylum	Class	Gene.Count	GC	Genome.Size
2718217741	Gardnerella vaginalis GV37	Finished	Bacteria	2718217741	2702	Actinobacteria	Actinobacteria	1465	0.42	1746718
651053027	Gardnerella vaginalis HMP9231	Finished	Bacteria	651053027	1009464	Actinobacteria	Actinobacteria	1370	0.41	1726519
2503538020	Geitlerinema sp. PCC 7407	Finished	Bacteria	2503538020	1173025	Cyanobacteria	unclassified	3913	0.58	4681111
2687453343	Gemella sp. W2231	Finished	Bacteria	2687453343	1785995	Firmicutes	Bacilli	1683	0.31	1769679
2675903523	Geminocystis sp. NIES-3708	Finished	Bacteria	2675903523	1615909	Cyanobacteria	unclassified	3666	0.32	4042078
2671180423	Geminocystis sp. NIES-3709	Finished	Bacteria	2671180423	1617448	Cyanobacteria	unclassified	3922	0.33	4426059
2671180531	Gemmata sp. SH-PL17	Finished	Bacteria	2671180531	1630693	Planctomycetes	Planctomycetia	7815	0.64	9045424
2576861455	Gemmatimonadetes bacterium KBS708	Finished	Bacteria	2576861455	861299	Gemmatimonadetes	Gemmatimonadetes	6423	0.73	7479215
643692024	Gemmatimonas aurantiaca T-27T	Finished	Bacteria	643692024	379066	Gemmatimonadetes	Gemmatimonadetes	3987	0.64	4636964
2593339207	Geoalkalibacter subterraneus Red1 (complete genome)	Finished	Bacteria	2593339207	483547	Proteobacteria	Deltaproteobacteria	3627	0.57	3717645
637000118	Geobacillus kaustophilus HTA426	Finished	Bacteria	637000118	235909	Firmicutes	Bacilli	3714	0.52	3592666
2627853986	Geobacillus sp. 12AMOR1	Finished	Bacteria	2627853986	1629723	Firmicutes	Bacilli	3572	0.52	3442724
646564535	Geobacillus sp. C56-T3	Finished	Bacteria	646564535	691437	Firmicutes	Bacilli	3595	0.52	3650813
2519103198	Geobacillus sp. GHH01	Finished	Bacteria	2519103198	1233873	Firmicutes	Bacilli	3587	0.52	3583134
2561511211	Geobacillus sp. JF8	Finished	Bacteria	2561511211	1921421	Firmicutes	Bacilli	3648	0.53	3485960
2675903351	Geobacillus sp. JS12	Finished	Bacteria	2675903351	1813182	Firmicutes	Bacilli	4061	0.52	3721489
2654587636	Geobacillus sp. LC300	Finished	Bacteria	2654587636	1519377	Firmicutes	Bacilli	3754	0.52	3494216
644736370	Geobacillus sp. WCH70	Finished	Bacteria	644736370	471223	Firmicutes	Bacilli	3597	0.43	3508804
649633047	Geobacillus sp. Y4.1MC1	Finished	Bacteria	649633047	581103	Firmicutes	Bacilli	4031	0.44	3911947
649633048	Geobacillus sp. Y412MC52	Finished	Bacteria	649633048	550542	Firmicutes	Bacilli	3750	0.52	3673940
646311930	Geobacillus sp. Y412MC61	Finished	Bacteria	646311930	544556	Firmicutes	Bacilli	3718	0.52	3667901
2639763040	Geobacillus stearothermophilus 10	Finished	Bacteria	2639763040	272567	Firmicutes	Bacilli	3811	0.53	3654829
2654588044	Geobacillus stearothermophilus 10 null replaces 81802	Finished	Bacteria	2654588044	272567	Firmicutes	Bacilli	3850	0.53	3676494
2687453395	Geobacillus subterraneus KCTC 3922	Finished	Bacteria	2687453395	129338	Firmicutes	Bacilli	3542	0.52	3474426
640069312	Geobacillus thermodenitrificans NG80-2	Finished	Bacteria	640069312	420246	Firmicutes	Bacilli	3642	0.49	3608012
2511231121	Geobacillus thermoleovorans CCB_US3_UF5	Finished	Bacteria	2511231121	1111068	Firmicutes	Bacilli	3996	0.52	3596620
2671180687	Geobacillus thermoleovorans KCTC 3570	Finished	Bacteria	2671180687	33941	Firmicutes	Bacilli	3650	0.52	3499317
2687453499	Geobacter anodireducens SD-1	Finished	Bacteria	2687453499	1340425	Proteobacteria	Deltaproteobacteria	3756	0.61	3666014
642555129	Geobacter bemidjiensis Bem, DSM 16622	Finished	Bacteria	642555129	404380	Proteobacteria	Deltaproteobacteria	4106	0.6	4615150
643348554	Geobacter daltonii FRC-32	Finished	Bacteria	643348554	316067	Proteobacteria	Deltaproteobacteria	3894	0.53	4304501
642555130	Geobacter lovleyi SZ	Finished	Bacteria	642555130	398767	Proteobacteria	Deltaproteobacteria	3777	0.55	3994874
637000119	Geobacter metallireducens GS-15	Finished	Bacteria	637000119	269799	Proteobacteria	Deltaproteobacteria	3663	0.59	4011182
2630968939	Geobacter pickeringii G13	Finished	Bacteria	2630968939	345632	Proteobacteria	Deltaproteobacteria	3394	0.62	3618700
649633049	Geobacter sp. M18	Finished	Bacteria	649633049	443143	Proteobacteria	Deltaproteobacteria	4599	0.61	5277406
644736371	Geobacter sp. M21	Finished	Bacteria	644736371	443144	Proteobacteria	Deltaproteobacteria	4222	0.6	4745806
2639762790	Geobacter sulfurreducens AM-1	Finished	Bacteria	2639762790	35554	Proteobacteria	Deltaproteobacteria	4198	0.6	4566144
648231707	Geobacter sulfurreducens KN400	Finished	Bacteria	648231707	663917	Proteobacteria	Deltaproteobacteria	3384	0.61	3714272
637000120	Geobacter sulfurreducens PCA	Finished	Bacteria	637000120	243231	Proteobacteria	Deltaproteobacteria	3552	0.61	3814139
640427115	Geobacter uraniireducens Rf4	Finished	Bacteria	640427115	351605	Proteobacteria	Deltaproteobacteria	4542	0.54	5136364
646311931	Geodermatophilus obscurus G-20, DSM 43160	Finished	Bacteria	646311931	526225	Actinobacteria	Actinobacteria	5155	0.74	5322497
2634166507	Geoglobus acetivorans SBH6	Finished	Archaea	2634166507	565033	Euryarchaeota	Archaeoglobi	2276	0.47	1860815
2574179809	Gilliamella apicola	Finished	Bacteria	2574179809	1196095	Proteobacteria	Gammaproteobacteria	2869	0.34	3139412
650716040	Glaciecola agarilytica 4H-3-7+YE-5	Finished	Bacteria	650716040	983545	Proteobacteria	Gammaproteobacteria	4688	0.44	5393591
2511231080	Glaciecola nitratireducens FR1064	Finished	Bacteria	2511231080	1085623	Proteobacteria	Gammaproteobacteria	3720	0.42	4134229
2513237134	Glaciecola sp. ANT9081 (cola82)	Finished	Bacteria	2513237134	218983	Proteobacteria	Gammaproteobacteria	4330	0.39	4996068
2558309063	Gloeobacter kilaueensis JS1	Finished	Bacteria	2558309063	1183438	Cyanobacteria	Gloeobacteria	4562	0.61	4724791
637000121	Gloeobacter violaceus PCC 7421	Finished	Bacteria	637000121	251221	Cyanobacteria	Gloeobacteria	4490	0.62	4659019
2503754017	Gloeocapsa sp. PCC 7428	Finished	Bacteria	2503754017	1173026	Cyanobacteria	unclassified	5304	0.43	5882710
641228493	Gluconacetobacter diazotrophicus PA1 5	Finished	Bacteria	641228493	272568	Proteobacteria	Alphaproteobacteria	3997	0.66	3999591
643348555	Gluconacetobacter diazotrophicus PA1 5	Finished	Bacteria	643348555	272568	Proteobacteria	Alphaproteobacteria	3633	0.66	3914947
2718217838	Gluconobacter oxydans 1.637	Finished	Bacteria	2718217838	442	Proteobacteria	Alphaproteobacteria	3394	0.56	3606417
637000122	Gluconobacter oxydans 621H	Finished	Bacteria	637000122	290633	Proteobacteria	Alphaproteobacteria	2742	0.61	2922384
2556793022	Gluconobacter oxydans DSM 3504 (GLS)	Finished	Bacteria	2556793022	1288313	Proteobacteria	Alphaproteobacteria	2616	0.61	2882436
2540341122	Gluconobacter oxydans H24	Finished	Bacteria	2540341122	1224746	Proteobacteria	Alphaproteobacteria	3543	0.56	3602424
649633006	Glutamicibacter arilaitensis re117	Finished	Bacteria	649633006	861360	Actinobacteria	Actinobacteria	3518	0.59	3918192
2654587600	Glutamicibacter halophytocola KLBMP5180	Finished	Bacteria	2654587600	1933880	Actinobacteria	Actinobacteria	3689	0.6	3911798
646311932	Gordonia bronchialis 3410, DSM 43247	Finished	Bacteria	646311932	526226	Actinobacteria	Actinobacteria	5002	0.67	5290012
2512564042	Gordonia polyisoprenivorans VH2, DSM 44266	Finished	Bacteria	2512564042	1112204	Actinobacteria	Actinobacteria	5188	0.67	5844299
2523231035	Gordonia sp. KTR9	Finished	Bacteria	2523231035	337191	Actinobacteria	Actinobacteria	5217	0.67	5885710
2648501237	Gordonia sp. QH-11	Finished	Bacteria	2648501237	1136941	Actinobacteria	Actinobacteria	4218	0.68	4428727
650377943	Gordonibacter pamelaeae 7-10-1-bT, DSM 19378	Finished	Bacteria	650377943	657308	Actinobacteria	Coriobacteriia	2077	0.65	3608022
639633025	Gramella forsetii KT0803	Finished	Bacteria	639633025	411154	Bacteroidetes	Flavobacteriia	3642	0.37	3798465
2718217989	Gramella sp. LPB0144	Finished	Bacteria	2718217989	1913577	Bacteroidetes	Flavobacteriia	2706	0.38	2978889
637000123	Granulibacter bethesdensis CGDNIH1	Finished	Bacteria	637000123	391165	Proteobacteria	Alphaproteobacteria	2510	0.59	2708355
2558860205	Granulibacter bethesdensis CGDNIH2	Finished	Bacteria	2558860205	1051974	Proteobacteria	Alphaproteobacteria	2725	0.59	2736589
2558860199	Granulibacter bethesdensis CGDNIH3	Finished	Bacteria	2558860199	1052004	Proteobacteria	Alphaproteobacteria	2682	0.59	2711143
2558860206	Granulibacter bethesdensis CGDNIH4	Finished	Bacteria	2558860206	1052095	Proteobacteria	Alphaproteobacteria	2681	0.59	2715337
2718217743	Granulibacter bethesdensis NIH1.4	Finished	Bacteria	2718217743	364410	Proteobacteria	Alphaproteobacteria	2498	0.59	2708447
2728369356	Granulibacter bethesdensis NIH5.1	Finished	Bacteria	2728369356	364410	Proteobacteria	Alphaproteobacteria	2502	0.59	2709750
2718217744	Granulibacter bethesdensis NIH6.1	Finished	Bacteria	2718217744	364410	Proteobacteria	Alphaproteobacteria	2451	0.59	2690741
2718217808	Granulibacter bethesdensis NIH7.1	Finished	Bacteria	2718217808	364410	Proteobacteria	Alphaproteobacteria	2463	0.59	2708311
2718218182	Granulibacter bethesdensis NIH8.1	Finished	Bacteria	2718218182	364410	Proteobacteria	Alphaproteobacteria	2522	0.59	2738877
2721755696	Granulibacter bethesdensis NIH9.1	Finished	Bacteria	2721755696	364410	Proteobacteria	Alphaproteobacteria	2521	0.59	2738876
2503982037	Granulicella mallensis MP5ACTX8	Finished	Bacteria	2503982037	682795	Acidobacteria	Acidobacteriia	4960	0.58	6237577
649633002	Granulicella tundricola MP5ACTX9	Finished	Bacteria	649633002	1198114	Acidobacteria	Acidobacteriia	4757	0.6	5503984
2718217809	Grimontia hollisae ATCC 33564	Finished	Bacteria	2718217809	673	Proteobacteria	Gammaproteobacteria	3754	0.5	3998273
638269501	Guillardia theta	Finished	Eukaryota	638269501	55529	unclassified	Cryptophyta	553	0.26	551264
2630968578	Gynuella sunshinyii YC6258	Finished	Bacteria	2630968578	1445510	Proteobacteria	Gammaproteobacteria	5423	0.49	6475959
2718217839	Haematospirillum jordaniae H5569	Finished	Bacteria	2718217839	1549855	Proteobacteria	Alphaproteobacteria	2331	0.55	2467625
637000124	Haemophilus ducreyi 35000HP	Finished	Bacteria	637000124	233412	Proteobacteria	Gammaproteobacteria	1844	0.38	1698955
2660238616	Haemophilus ducreyi Class I chancroid strain 2	Finished	Bacteria	2660238616	730	Proteobacteria	Gammaproteobacteria	1843	0.38	1766523
2663763024	Haemophilus ducreyi Class I chancroid strain 3	Finished	Bacteria	2663763024	730	Proteobacteria	Gammaproteobacteria	1761	0.39	1702560
2667527492	Haemophilus ducreyi Class I chancroid strain 4	Finished	Bacteria	2667527492	730	Proteobacteria	Gammaproteobacteria	1730	0.38	1661948
2667527538	Haemophilus ducreyi Class I chancroid strain 5	Finished	Bacteria	2667527538	730	Proteobacteria	Gammaproteobacteria	1656	0.38	1624874
2657245156	Haemophilus ducreyi Class II chancroid strain 1	Finished	Bacteria	2657245156	730	Proteobacteria	Gammaproteobacteria	1632	0.38	1625548
2657245440	Haemophilus ducreyi Class II chancroid strain 2	Finished	Bacteria	2657245440	730	Proteobacteria	Gammaproteobacteria	1569	0.38	1557754
2667527482	Haemophilus ducreyi Class II chancroid strain 3	Finished	Bacteria	2667527482	730	Proteobacteria	Gammaproteobacteria	1599	0.38	1596604
2667527536	Haemophilus ducreyi Class II chancroid strain 4	Finished	Bacteria	2667527536	730	Proteobacteria	Gammaproteobacteria	1585	0.38	1574098
2660238270	Haemophilus ducreyi Cutaneous leg ulcer 4	Finished	Bacteria	2660238270	730	Proteobacteria	Gammaproteobacteria	1672	0.38	1635255
2657245039	Haemophilus ducreyi Cutaneous leg ulcer 5	Finished	Bacteria	2657245039	730	Proteobacteria	Gammaproteobacteria	1641	0.38	1592936
2663763532	Haemophilus ducreyi Cutaneous leg ulcer strain 1	Finished	Bacteria	2663763532	730	Proteobacteria	Gammaproteobacteria	1675	0.38	1631557
2667527478	Haemophilus ducreyi Cutaneous leg ulcer strain 2	Finished	Bacteria	2667527478	730	Proteobacteria	Gammaproteobacteria	1694	0.38	1651603
2667527542	Haemophilus ducreyi Cutaneous leg ulcer strain 3	Finished	Bacteria	2667527542	730	Proteobacteria	Gammaproteobacteria	1690	0.38	1652679
2687453469	Haemophilus ducreyi GHA1	Finished	Bacteria	2687453469	730	Proteobacteria	Gammaproteobacteria	1618	0.38	1622156
2687453398	Haemophilus ducreyi GHA2	Finished	Bacteria	2687453398	730	Proteobacteria	Gammaproteobacteria	1641	0.38	1634243
2684623170	Haemophilus ducreyi GHA3	Finished	Bacteria	2684623170	730	Proteobacteria	Gammaproteobacteria	1804	0.38	1738543
2687453583	Haemophilus ducreyi GHA5	Finished	Bacteria	2687453583	730	Proteobacteria	Gammaproteobacteria	1810	0.38	1738559
2687453181	Haemophilus ducreyi GHA8	Finished	Bacteria	2687453181	730	Proteobacteria	Gammaproteobacteria	1847	0.38	1769925
2687453581	Haemophilus ducreyi GHA9	Finished	Bacteria	2687453581	730	Proteobacteria	Gammaproteobacteria	1857	0.38	1775503
2667527508	Haemophilus ducreyi GU1	Finished	Bacteria	2667527508	730	Proteobacteria	Gammaproteobacteria	1723	0.38	1668151
2687453127	Haemophilus ducreyi VAN1	Finished	Bacteria	2687453127	730	Proteobacteria	Gammaproteobacteria	1711	0.38	1667451
2687453128	Haemophilus ducreyi VAN2	Finished	Bacteria	2687453128	730	Proteobacteria	Gammaproteobacteria	1598	0.38	1589620
2687453635	Haemophilus ducreyi VAN3	Finished	Bacteria	2687453635	730	Proteobacteria	Gammaproteobacteria	1711	0.38	1667096
2684623065	Haemophilus ducreyi VAN4	Finished	Bacteria	2684623065	730	Proteobacteria	Gammaproteobacteria	1719	0.38	1673048
2684623066	Haemophilus ducreyi VAN5	Finished	Bacteria	2684623066	730	Proteobacteria	Gammaproteobacteria	1710	0.38	1667484
2627854265	Haemophilus influenzae 2019	Finished	Bacteria	2627854265	1232659	Proteobacteria	Gammaproteobacteria	2003	0.38	1969659
2684623175	Haemophilus influenzae 477	Finished	Bacteria	2684623175	727	Proteobacteria	Gammaproteobacteria	1837	0.38	1846259
2687453146	Haemophilus influenzae 723	Finished	Bacteria	2687453146	727	Proteobacteria	Gammaproteobacteria	1888	0.38	1887620
2687453143	Haemophilus influenzae C486	Finished	Bacteria	2687453143	727	Proteobacteria	Gammaproteobacteria	1804	0.38	1846503
2585427620	Haemophilus influenzae CGSHiCZ412602	Finished	Bacteria	2585427620	1295140	Proteobacteria	Gammaproteobacteria	1808	0.38	1811802
649633050	Haemophilus influenzae F3031	Finished	Bacteria	649633050	866630	Proteobacteria	Gammaproteobacteria	1850	0.38	1985832
649633051	Haemophilus influenzae F3047	Finished	Bacteria	649633051	935897	Proteobacteria	Gammaproteobacteria	1862	0.38	2007018
2627853926	Haemophilus influenzae Hi375	Finished	Bacteria	2627853926	727	Proteobacteria	Gammaproteobacteria	1829	0.38	1850897
2554235457	Haemophilus influenzae KR494 (unscreened)	Finished	Bacteria	2554235457	1334187	Proteobacteria	Gammaproteobacteria	1820	0.38	1856176
2660238341	Haemophilus influenzae NCTC8143	Finished	Bacteria	2660238341	727	Proteobacteria	Gammaproteobacteria	1883	0.38	1890645
2718218409	Haemophilus influenzae NML-Hia-1	Finished	Bacteria	2718218409	727	Proteobacteria	Gammaproteobacteria	1811	0.38	1829217
637000125	Haemophilus influenzae NTHi 86-028NP	Finished	Bacteria	637000125	281310	Proteobacteria	Gammaproteobacteria	1913	0.38	1913428
640427116	Haemophilus influenzae NTHi PittEE	Finished	Bacteria	640427116	374930	Proteobacteria	Gammaproteobacteria	1757	0.38	1813033
640427117	Haemophilus influenzae NTHi PittGG	Finished	Bacteria	640427117	374931	Proteobacteria	Gammaproteobacteria	1798	0.38	1887192
650377945	Haemophilus influenzae R2846	Finished	Bacteria	650377945	262727	Proteobacteria	Gammaproteobacteria	1714	0.38	1819370
650377946	Haemophilus influenzae R2866	Finished	Bacteria	650377946	262728	Proteobacteria	Gammaproteobacteria	1875	0.38	1932306
637000126	Haemophilus influenzae Rd (KW20)	Finished	Bacteria	637000126	71421	Proteobacteria	Gammaproteobacteria	1762	0.38	1830138
650377944	Haemophilus influenzae sv. B 10810	Finished	Bacteria	650377944	862964	Proteobacteria	Gammaproteobacteria	1991	0.38	1981535
650377947	Haemophilus parainfluenzae T3T1	Finished	Bacteria	650377947	862965	Proteobacteria	Gammaproteobacteria	2069	0.4	2086875
2687453110	Haemophilus parasuis SC1401	Finished	Bacteria	2687453110	738	Proteobacteria	Gammaproteobacteria	2250	0.4	2277540
2554235432	Haemophilus parasuis ZJ0906	Finished	Bacteria	2554235432	1322346	Proteobacteria	Gammaproteobacteria	2289	0.4	2324740
2597490189	Haemophilus parasuis sv. 1 SH03	Finished	Bacteria	2597490189	738	Proteobacteria	Gammaproteobacteria	2319	0.4	2265927
2597490202	Haemophilus parasuis sv. 5 KL0318	Finished	Bacteria	2597490202	738	Proteobacteria	Gammaproteobacteria	2300	0.4	2280878
643348556	Haemophilus parasuis sv. 5 SH0165	Finished	Bacteria	643348556	557723	Proteobacteria	Gammaproteobacteria	2097	0.4	2269156
2667527506	Hafnia alvei FB1	Finished	Bacteria	2667527506	1453496	Proteobacteria	Gammaproteobacteria	4428	0.49	4712721
2721755583	Hafnia alvei FDAARGOS_158	Finished	Bacteria	2721755583	569	Proteobacteria	Gammaproteobacteria	4293	0.48	4513426
2684623068	Hafnia alvei HUMV-5920	Finished	Bacteria	2684623068	569	Proteobacteria	Gammaproteobacteria	4306	0.49	4630439
637000128	Hahella chejuensis KCTC 2396	Finished	Bacteria	637000128	349521	Proteobacteria	Gammaproteobacteria	6875	0.54	7215267
648028029	Halalkalicoccus jeotgali B3, DSM 18796	Finished	Archaea	648028029	795797	Euryarchaeota	Halobacteria	3925	0.63	3698650
2648501868	Halanaeroarchaeum sulfurireducens M27-SA2	Finished	Archaea	2648501868	1604004	Euryarchaeota	Halobacteria	2301	0.63	2129244
2654588017	Halanaeroarchaeum sulfurireducens M27-SA2 null replaces 100900	Finished	Archaea	2654588017	1604004	Euryarchaeota	Halobacteria	2420	0.63	2253500
649633052	Halanaerobium hydrogenoformans	Finished	Bacteria	649633052	656519	Firmicutes	Clostridia	2463	0.33	2613117
650377948	Halanaerobium praevalens GSL, DSM 2228	Finished	Bacteria	650377948	572479	Firmicutes	Clostridia	2180	0.3	2309262
646311933	Haliangium ochraceum SMP-2, DSM 14365	Finished	Bacteria	646311933	502025	Proteobacteria	Deltaproteobacteria	6952	0.69	9446314
2721755608	Halioglobus pacificus RR3-57	Finished	Bacteria	2721755608	930806	Proteobacteria	Gammaproteobacteria	4633	0.57	5003575
2504756004	Haliscomenobacter hydrossis O, DSM 1100	Finished	Bacteria	2504756004	760192	Bacteroidetes	Saprospiria	6918	0.47	8771651
2511231068	Haloarcula hispanica CGMCC 1.2049	Finished	Archaea	2511231068	634497	Euryarchaeota	Halobacteria	3924	0.62	3890005
2558309064	Haloarcula hispanica N601	Finished	Archaea	2558309064	1417673	Euryarchaeota	Halobacteria	4004	0.62	3901494
638154503	Haloarcula marismortui ATCC 43049	Finished	Archaea	638154503	272569	Euryarchaeota	Halobacteria	4387	0.61	4274642
2627853826	Haloarcula sp. CBA1115	Finished	Archaea	2627853826	1592728	Euryarchaeota	Halobacteria	4320	0.62	4225046
2513237186	Halobacillus halophilus DSM 2266	Finished	Bacteria	2513237186	866895	Firmicutes	Bacilli	4224	0.42	4170008
2639763150	Halobacteriaceae archaeon HSR2	Finished	Archaea	2639763150	1604004	Euryarchaeota	Halobacteria	2373	0.63	2209738
2563366500	Halobacteriovorax marinus SJ	Finished	Bacteria	2563366500	862908	Proteobacteria	Oligoflexia	3288	0.37	3437906
2675903501	Halobacterium hubeiense JI20-1	Finished	Archaea	2675903501	1407499	Euryarchaeota	Halobacteria	3371	0.67	3130345
638154504	Halobacterium salinarum NRC-1	Finished	Archaea	638154504	64091	Euryarchaeota	Halobacteria	2728	0.66	2571010
641522631	Halobacterium salinarum R1, DSM 671	Finished	Archaea	641522631	478009	Euryarchaeota	Halobacteria	2801	0.66	2668776
2506783047	Halobacterium sp. DL1	Finished	Archaea	2506783047	751944	Euryarchaeota	Halobacteria	3367	0.66	3162560
2509601017	Halobacteroides halobius DSM 5150	Finished	Bacteria	2509601017	748449	Firmicutes	Clostridia	2633	0.32	2649255
2718217700	Halodesulfurarchaeum formicicum HSR6	Finished	Archaea	2718217700	1873524	Euryarchaeota	Halobacteria	2190	0.64	2085946
2718217704	Halodesulfurarchaeum formicicum HTSR1	Finished	Archaea	2718217704	1873524	Euryarchaeota	Halobacteria	2090	0.64	1972283
2728369535	Haloferax gibbonsii ARA6 null replaces 76932	Finished	Archaea	2728369535	35746	Euryarchaeota	Halobacteria	3980	0.66	3918454
2521172713	Haloferax mediterranei R-4	Finished	Archaea	2521172713	523841	Euryarchaeota	Halobacteria	3928	0.6	3904707
2576861458	Haloferax mediterranei R-4	Finished	Archaea	2576861458	523841	Euryarchaeota	Halobacteria	3782	0.6	3906699
646564536	Haloferax volcanii DS2, ATCC 29605	Finished	Archaea	646564536	309800	Euryarchaeota	Halobacteria	4064	0.65	4012900
649633053	Halogeometricum borinquense PR3, DSM 11551	Finished	Archaea	649633053	469382	Euryarchaeota	Halobacteria	3993	0.6	3944467
644736372	Halomicrobium mukohataei arg-2, DSM 12286	Finished	Archaea	644736372	485914	Euryarchaeota	Halobacteria	3475	0.66	3332349
2718217703	Halomonas aestuarii Hb3	Finished	Bacteria	2718217703	1897729	Proteobacteria	Gammaproteobacteria	3317	0.68	3543891
2576861481	Halomonas campaniensis LS21	Finished	Bacteria	2576861481	213554	Proteobacteria	Gammaproteobacteria	3665	0.53	4074048
2684623053	Halomonas chromatireducens AGD 8-3	Finished	Bacteria	2684623053	507626	Proteobacteria	Gammaproteobacteria	3767	0.63	3973651
648028030	Halomonas elongata DSM 2581	Finished	Bacteria	648028030	768066	Proteobacteria	Gammaproteobacteria	3556	0.64	4061296
2687453422	Halomonas huangheensis BJGMM-B45	Finished	Bacteria	2687453422	1178482	Proteobacteria	Gammaproteobacteria	4233	0.59	4757486
2645727944	Halomonas sp. A3H3	Finished	Bacteria	2645727944	1346287	Proteobacteria	Gammaproteobacteria	5134	0.55	5486793
2654587997	Halomonas sp. A3H3 null replaces 82096	Finished	Bacteria	2654587997	1346287	Proteobacteria	Gammaproteobacteria	5329	0.55	5643878
2684623166	Halomonas sp. R57-5	Finished	Bacteria	2684623166	1610576	Proteobacteria	Gammaproteobacteria	4665	0.55	5031573
2506520034	Halopiger xanaduensis SH-6	Finished	Archaea	2506520034	797210	Euryarchaeota	Halobacteria	4370	0.65	4355268
651053028	Haloquadratum walsbyi C23, DSM 16854	Finished	Archaea	651053028	768065	Euryarchaeota	Halobacteria	3044	0.48	3260476
637000129	Haloquadratum walsbyi HBSQ001, DSM 16790	Finished	Archaea	637000129	362976	Euryarchaeota	Halobacteria	2914	0.48	3179361
2639763146	Halorhabdus tiamatea SARL4B	Finished	Archaea	2639763146	1033806	Euryarchaeota	Halobacteria	2955	0.63	2815791
2654588040	Halorhabdus tiamatea SARL4B null replaces 81722	Finished	Archaea	2654588040	1033806	Euryarchaeota	Halobacteria	3286	0.63	3146160
644736373	Halorhabdus utahensis AX-2, DSM 12940	Finished	Archaea	644736373	519442	Euryarchaeota	Halobacteria	3076	0.63	3116795
2571042483	Halorhodospira halochloris A	Finished	Bacteria	2571042483	1354791	Proteobacteria	Gammaproteobacteria	3142	0.63	3460134
639633026	Halorhodospira halophila SL1	Finished	Bacteria	639633026	349124	Proteobacteria	Gammaproteobacteria	2470	0.68	2678452
2740891998	Halorientalis sp. IM1011	Finished	Archaea	2740891998	1932360	Euryarchaeota	Halobacteria	4038	0.66	3778989
643692025	Halorubrum lacusprofundi ATCC 49239	Finished	Archaea	643692025	416348	Euryarchaeota	Halobacteria	3725	0.64	3692576
2510065051	Halostagnicola larsenii XH-48, DSM 17691	Finished	Archaea	2510065051	797299	Euryarchaeota	Halobacteria	4177	0.61	4131276
2687453129	Halotalea alkalilenta IHB B 13600	Finished	Bacteria	2687453129	376489	Proteobacteria	Gammaproteobacteria	4029	0.64	4387428
2740891999	Haloterrigena daqingensis JX313	Finished	Archaea	2740891999	588898	Euryarchaeota	Halobacteria	3872	0.61	3835796
646311934	Haloterrigena turkmenica VKM B-1734, DSM 5511	Finished	Archaea	646311934	543526	Euryarchaeota	Halobacteria	5351	0.64	5440782
2503538028	Halothece sp. PCC 7418	Finished	Bacteria	2503538028	65093	Cyanobacteria	unclassified	3920	0.43	4179170
643348557	Halothermothrix orenii H 168	Finished	Bacteria	643348557	373903	Firmicutes	Clostridia	2432	0.38	2578146
646311935	Halothiobacillus neapolitanus c2, ATCC 23641	Finished	Bacteria	646311935	555778	Proteobacteria	Gammaproteobacteria	2465	0.55	2582886
2718218032	Halothiobacillus sp. LS2	Finished	Bacteria	2718218032	1860122	Proteobacteria	Gammaproteobacteria	2622	0.61	2908964
2506783009	Halovivax ruber XH-70, DSM 18193	Finished	Archaea	2506783009	797302	Euryarchaeota	Halobacteria	3194	0.64	3223876
2576861443	Halyomorpha halys symbiont	Finished	Bacteria	2576861443	1235990	Proteobacteria	Gammaproteobacteria	873	0.31	1151074
2648501870	Halyomorpha halys symbiont US	Finished	Bacteria	2648501870	1235990	Proteobacteria	Gammaproteobacteria	888	0.3	1196948
637000130	Helicobacter acinonychis Sheeba	Finished	Bacteria	637000130	382638	Proteobacteria	Epsilonproteobacteria	1663	0.38	1557588
650716041	Helicobacter bizzozeronii CIII-1	Finished	Bacteria	650716041	1002804	Proteobacteria	Epsilonproteobacteria	2012	0.46	1807534
2513237187	Helicobacter cetorum MIT 00-7128	Finished	Bacteria	2513237187	182217	Proteobacteria	Epsilonproteobacteria	1775	0.35	1960111
2513237175	Helicobacter cetorum MIT 99-5656	Finished	Bacteria	2513237175	1163745	Proteobacteria	Epsilonproteobacteria	1731	0.36	1847790
2554235363	Helicobacter cinaedi ATCC BAA-847	Finished	Bacteria	2554235363	537971	Proteobacteria	Epsilonproteobacteria	2368	0.38	2240130
2561511176	Helicobacter cinaedi PAGU611	Finished	Bacteria	2561511176	1172562	Proteobacteria	Epsilonproteobacteria	2170	0.39	2101402
649633054	Helicobacter felis CS1, ATCC 49179	Finished	Bacteria	649633054	936155	Proteobacteria	Epsilonproteobacteria	1711	0.45	1654761
2648501112	Helicobacter heilmannii ASB1.4	Finished	Bacteria	2648501112	1216962	Proteobacteria	Epsilonproteobacteria	1954	0.48	1804601
637000131	Helicobacter hepaticus 3B1, ATCC 51449	Finished	Bacteria	637000131	235279	Proteobacteria	Epsilonproteobacteria	1919	0.36	1799146
2687453546	Helicobacter himalayensis YS1	Finished	Bacteria	2687453546	1591088	Proteobacteria	Epsilonproteobacteria	1757	0.4	1829936
646564537	Helicobacter mustelae ATCC 43772	Finished	Bacteria	646564537	679897	Proteobacteria	Epsilonproteobacteria	1444	0.42	1578097
651053029	Helicobacter pylori 2017	Finished	Bacteria	651053029	985081	Proteobacteria	Epsilonproteobacteria	1632	0.39	1548238
